"6078DB",480,2.37
"41E704",519,7.31
"6D94DB",369,7.96
"604191",583,1.64
"4554B7",396,9.87
"2D468C",331,9.00
"A30DBC",1000,3.20
"416AA4",152,8.84
"3B34C3",533,1.33
"A0B567",753,3.03
"25744F",365,7.80
"42F2E6",19,1.15
"305DBF",472,9.23
"8AA101",236,8.13
"43158E",779,1.94
"136CB3",164,5.88
"63FAC6",440,4.23
"7996A5",529,5.34
"1E85C1",939,5.77
"92252E",207,2.71
"A29C3F",341,8.78
"46F5DC",480,6.78
"F4FFE",825,9.87
"1C65C6",951,9.39
"35F841",176,3.23
"2348C4",911,7.84
"80E078",910,9.88
"8698A1",268,0.17
"9DC28B",696,3.88
"26AD2F",101,7.77
"A70C90",176,5.41
"308BA3",241,9.20
"3751C0",915,8.21
"320ECA",455,0.29
"172D4D",139,1.51
"578C7F",287,4.55
"16D845",173,7.90
"1852CF",184,4.38
"1012D8",705,5.05
"496ADD",289,5.69
"3FEC18",657,0.36
"28351F",12,2.78
"568865",163,1.77
"121922",968,5.75
"63A5E2",266,8.53
"8BD130",60,1.30
"11E80E",550,2.14
"19F586",562,2.62
"6EBADF",177,5.97
"9D2856",807,4.73
"4EFFCE",193,2.84
"442247",3,0.49
"3CE3D0",126,2.32
"244FD8",36,7.87
"82F5ED",694,4.18
"3C325C",334,9.79
"628F29",929,0.51
"4930F1",902,6.21
"9EC994",678,1.10
"2B178B",613,0.58
"9BD997",313,5.65
"9D762B",802,3.56
"24A1AF",557,8.47
"855B7B",422,8.61
"914ACB",641,0.95
"9B0F86",491,5.01
"26CA55",163,6.58
"8B3BC8",212,8.43
"691A40",576,1.52
"6AEA67",463,1.32
"5360B9",162,7.76
"4C4BE8",728,10.02
"4617E3",434,2.26
"9366F0",804,0.25
"2B37B7",795,0.57
"A4BB89",322,10.07
"A43E94",701,8.92
"355143",812,1.34
"A51CF9",616,6.28
"7C4D8C",717,8.30
"4BAB5C",834,7.59
"47F547",353,1.69
"5036FE",239,8.21
"265D8F",581,3.84
"7B759D",319,1.00
"491F10",361,3.59
"6B032C",694,9.51
"94564F",304,7.89
"898246",9,0.91
"29778D",383,5.80
"176EC6",894,2.44
"3C3085",878,3.12
"918A3E",344,6.57
"547D6B",935,8.21
"69A948",15,6.38
"96A8BE",738,0.20
"65F615",3,6.78
"2B4D20",497,9.48
"4E5574",798,3.90
"453905",938,1.42
"A31868",346,0.73
"2E5CB8",441,4.77
"153B70",490,2.49
"353129",583,7.69
"825B98",884,0.14
"4B0199",384,1.40
"64FEB7",464,2.20
"4CC0C6",830,4.74
"650E19",255,8.11
"9F7659",46,1.43
"A15B0B",543,2.96
"593961",56,0.85
"259C6A",739,8.52
"903395",653,1.72
"5D8CC9",273,0.99
"461B04",605,9.88
"473E8B",155,2.90
"A482BE",245,9.31
"3A3F6B",570,7.48
"A48F1A",488,1.98
"984FAB",434,6.88
"76ED93",685,5.00
"780643",369,7.88
"5E20AF",717,8.14
"633BFB",656,1.25
"940889",238,5.63
"3BDB55",440,6.25
"3E4C7E",891,8.42
"7D3463",596,1.08
"3FEDE3",562,6.77
"2705B7",335,5.10
"93EE83",55,1.76
"519E44",490,6.59
"748A05",408,6.07
"885C8B",78,6.32
"13D1F0",54,4.36
"4F666B",805,4.50
"1BCD50",984,2.35
"6E23C4",635,0.54
"6DC25E",939,9.40
"34D156",597,1.56
"81A11B",91,7.13
"786EFA",495,5.88
"4FB0D2",596,3.29
"11BC9C",408,1.08
"A0EC1C",704,8.08
"5E385F",631,5.07
"71AC04",304,1.69
"26CEF9",699,6.99
"5A78A5",441,9.87
"5BABFC",801,6.73
"53CD5B",641,9.13
"694281",237,7.56
"988FD6",313,7.35
"A434BB",475,9.26
"A6A3A6",383,8.23
"468D2D",888,3.35
"8E65E3",62,1.84
"FCC7C",457,1.42
"6B80BE",449,6.06
"3498C8",257,0.36
"9D244F",292,1.38
"58A6DC",612,8.23
"2AE9A7",987,4.36
"663B0F",727,5.89
"8B2FF3",989,1.13
"725929",826,6.92
"91EF50",686,6.53
"9A31EB",21,3.05
"262CFB",343,5.83
"2A69C5",813,4.27
"9FA75E",493,8.92
"14617A",238,6.84
"3B48ED",675,6.76
"84EC70",711,9.94
"29A9F0",487,5.74
"31FDE7",958,2.06
"7B6FB3",926,4.61
"2AF44B",553,3.30
"8B8E08",849,8.00
"3253B3",126,6.36
"89C283",507,0.28
"75C192",758,5.66
"572CAF",738,5.37
"2B2A71",94,9.26
"A7512A",273,8.94
"9E6891",741,1.81
"6CE391",885,7.26
"30CC11",288,2.19
"8959AC",126,3.73
"29DE6D",388,9.38
"9A82F9",149,8.03
"832FD2",360,9.60
"7A6E21",912,5.27
"82C151",677,5.05
"86957F",258,8.75
"5D0459",105,9.49
"8759A4",869,6.37
"9A2E51",151,8.89
"187925",761,5.98
"A19B1E",931,3.09
"21D696",69,6.04
"7B264F",975,0.96
"7E304D",526,8.94
"77C75E",668,0.98
"56044E",290,3.77
"7323F4",337,3.05
"A600BC",739,7.97
"323C18",440,8.44
"646010",497,0.16
"3736D9",211,9.38
"5F1638",861,5.40
"426496",806,0.80
"276AB0",828,3.20
"4D8538",179,1.69
"59E3E8",97,9.38
"51DDD5",140,8.08
"155371",418,3.03
"4C49C7",684,5.49
"336B2C",472,2.31
"86407B",744,9.75
"94B883",609,0.14
"2FB201",144,1.02
"A34EE7",2,6.96
"5E0D90",803,8.10
"961048",713,9.72
"9E0355",108,2.20
"9F0F4C",227,7.50
"223B0A",4,7.64
"23F94C",96,2.78
"A01425",615,2.06
"25B0D9",338,2.38
"6A2765",461,4.36
"7C9037",689,6.26
"90DC5A",568,3.76
"167711",425,1.07
"47A9A9",31,3.81
"1C8903",741,5.54
"555AC9",372,3.21
"9FE241",879,5.39
"89F195",783,3.64
"2ED2CB",305,6.26
"A292E4",200,4.02
"658C94",226,8.36
"30A53A",728,5.84
"8C1740",313,4.06
"855F25",197,4.53
"409ADB",703,8.13
"5100C9",595,8.28
"9CAD0B",60,4.75
"2845ED",13,5.06
"231718",316,5.51
"3F3087",561,5.42
"45D1E6",225,8.73
"297630",914,6.96
"5960A1",649,4.33
"5F28D0",665,1.95
"A4F363",851,0.56
"9720F5",892,8.65
"5DA69C",819,7.78
"A5DF23",761,1.62
"351BD7",648,5.94
"3014CE",85,7.78
"6926CD",189,7.46
"16F2B6",358,0.57
"57C244",921,2.11
"2CD659",76,3.56
"6C553C",3,9.20
"2DE30D",598,4.38
"4CB01C",856,4.82
"23690A",711,7.98
"47F7CC",252,6.27
"94C097",730,1.69
"28EA89",671,8.77
"4A1325",668,8.09
"1595F3",174,6.18
"7B0CB9",471,1.49
"9C78F7",156,6.15
"53BF5E",896,3.60
"11ACB6",922,9.48
"933374",826,9.38
"A713FF",439,0.78
"8A4053",520,3.62
"5F1479",538,4.44
"554A8F",698,7.70
"2AE031",11,2.88
"86EF47",299,4.22
"6DFCCB",85,3.54
"8A0008",799,4.22
"A39848",870,7.10
"A5463F",837,2.13
"1EEFBA",778,9.03
"89F761",413,9.17
"591027",180,4.50
"405ED7",865,4.93
"3E32D9",529,3.39
"472961",669,5.79
"A0372B",432,1.61
"813D84",33,5.79
"6C14E0",331,0.72
"5B451D",272,8.12
"82C79C",894,8.58
"921187",702,0.61
"72CAE7",662,1.34
"A001D0",872,6.00
"70CBAB",972,4.59
"70792A",640,7.99
"4596FA",592,1.58
"1E555B",451,8.96
"912685",541,6.21
"3DF9DC",666,3.84
"A366ED",714,6.91
"16F975",708,1.94
"76B2AA",228,9.10
"7A5E2E",331,4.65
"61DD8E",123,6.16
"38DA49",724,5.97
"51FCF0",600,2.39
"707D06",330,4.47
"4A95BF",596,4.03
"66000B",398,8.50
"8FA7AF",856,3.26
"7FEFD5",192,6.33
"87CC9F",402,8.82
"75B8B2",241,1.56
"1B0C62",687,7.99
"11B751",139,1.66
"447BB1",427,9.31
"3B697B",335,4.74
"9848D3",873,1.88
"875A97",265,5.60
"53664E",677,7.62
"3C5E42",934,8.41
"5DED67",779,2.05
"A4B825",171,0.60
"9E7135",282,3.27
"8EBCF1",434,1.58
"6A7643",40,4.76
"1B5167",427,7.21
"5E20DA",52,5.35
"37BDAF",914,6.80
"3EABC3",224,3.03
"3745BA",383,0.28
"A04446",935,2.79
"4D7D6F",66,1.89
"7E2B1F",926,5.83
"6B3ACD",964,5.40
"85DCCB",361,8.42
"8110C2",159,1.32
"79390B",308,4.43
"747BED",359,6.79
"1F2E76",277,1.43
"432524",129,6.50
"607C49",155,1.28
"704492",331,1.50
"1F41FF",915,4.17
"561105",812,8.24
"77FA03",676,6.82
"5EE4AA",364,9.36
"61A26D",345,7.97
"9DB7DF",465,0.89
"5E0EBF",441,0.61
"143D4A",207,8.47
"6EB84B",953,1.92
"7CF0E8",500,0.26
"32822C",100,3.89
"10C67C",272,0.82
"4D13BB",990,6.67
"7A1C20",933,2.21
"30EA65",491,8.45
"54438A",715,6.10
"2A3B48",22,2.35
"76CAC6",294,5.73
"1DA965",167,7.16
"6824F8",833,7.43
"898CD4",514,1.77
"8AEDEE",903,0.64
"102ED0",493,4.70
"81EC25",546,1.57
"789D17",144,9.66
"2C4EF7",944,0.40
"5E0DCB",219,7.06
"615E4F",567,6.38
"12E5FD",973,4.61
"2FF0BD",794,9.64
"2DCDE1",92,7.29
"673642",395,0.90
"480BF7",321,6.03
"7F87E0",52,5.21
"3E374D",155,1.20
"17E725",666,0.81
"2E9370",902,5.39
"7E6D14",108,3.56
"28A8A8",152,8.17
"31565C",432,6.55
"34EE52",319,8.76
"213D02",168,3.96
"77B4A0",333,5.08
"A706FC",264,1.72
"1A43B5",855,5.21
"A046EF",738,2.26
"51FE83",702,6.15
"7004C2",78,4.27
"64132D",962,7.40
"726545",589,9.80
"568223",80,1.65
"8A46F0",207,8.23
"356CD2",905,3.53
"76C083",66,7.92
"592C48",142,7.90
"1CFB21",55,1.12
"61E8B1",833,8.80
"808B92",122,2.40
"95227E",388,5.27
"1D5843",650,8.04
"33C308",621,6.83
"761EF1",188,5.21
"53C420",266,1.66
"9CC8E4",147,5.77
"541578",376,6.53
"36E534",240,5.74
"983C15",970,3.34
"434678",337,9.24
"802E6B",899,5.62
"1EA10E",740,0.13
"36C351",683,5.31
"855226",597,7.25
"33819F",781,6.22
"89C6AA",741,5.43
"F4649",690,8.58
"9E6AA5",468,3.79
"6137E1",642,0.69
"812765",193,4.19
"A03D0F",257,1.54
"302F37",708,3.04
"94B7C6",969,6.53
"339EEB",707,1.17
"1AF8B0",332,8.87
"9DF74C",594,0.39
"7E7450",101,1.39
"74EA0C",465,1.26
"49CD48",203,7.14
"4AD73A",236,5.12
"62EFED",184,8.84
"3D30EE",57,2.52
"175017",847,1.28
"A42770",134,1.30
"656CEF",125,6.49
"2F3E2F",733,2.62
"234A18",406,5.13
"39FBD9",852,0.49
"4A2C65",617,4.32
"543747",468,6.82
"A11165",369,1.30
"15A18E",12,1.06
"151DD6",214,1.13
"427078",186,4.62
"A02AAB",493,0.67
"106FE8",63,1.35
"5427B6",277,10.03
"100967",979,4.02
"97223A",907,9.39
"42C955",665,7.59
"37E459",314,8.40
"9CA753",23,3.23
"1EE57D",464,7.31
"997DC1",438,1.67
"582EA4",41,4.32
"260089",478,6.15
"7863C0",762,6.33
"86B78E",387,5.60
"61AEC1",205,9.61
"A175E0",389,3.21
"2E5CD8",645,2.60
"45363B",726,5.79
"7EEC00",825,1.96
"73A6F2",882,0.19
"3D68BA",721,5.56
"29F1F7",489,5.08
"489421",222,8.32
"1D32D0",925,9.73
"9883ED",762,2.30
"6C4B28",245,7.02
"55B693",814,5.04
"8EB942",368,4.94
"3C9CCE",389,0.12
"2581AC",113,7.87
"7E435F",575,1.34
"9A2991",363,8.05
"6B35B8",982,5.33
"26693B",89,2.15
"9FA714",997,5.60
"71FFEF",219,1.77
"9C2A12",50,3.77
"15E37B",615,3.33
"4A9A82",945,9.42
"175208",29,6.44
"4DD540",145,3.79
"79796F",510,4.96
"634F8B",690,9.61
"3F3348",679,1.63
"46E886",499,2.14
"405309",814,5.85
"7374D5",800,9.19
"29FA73",404,6.42
"392869",422,0.12
"33D622",880,1.91
"21FC01",762,0.92
"2B4393",717,3.52
"737A2C",748,0.17
"30C790",373,7.27
"52C248",80,0.15
"7908C4",482,5.22
"A6BD84",696,6.49
"666000",673,4.73
"4274E5",388,0.19
"FA348",592,5.67
"227B23",728,7.37
"96D048",292,4.26
"39D2CF",379,6.22
"5073F9",337,0.62
"2D0F76",787,1.93
"4B4346",431,4.04
"775D3C",615,8.24
"299700",998,9.98
"69B930",350,7.82
"4542EB",447,8.08
"3C7CC4",382,3.83
"7FEEB0",274,5.00
"1822ED",608,3.71
"19BD5E",886,4.25
"1D4FF0",354,4.11
"82DDC7",490,6.97
"1E8F7E",156,8.42
"73E173",317,2.82
"235A8B",149,4.13
"2523A0",220,6.90
"3C24E3",142,7.85
"634FBE",855,1.77
"722C07",208,7.15
"A705E4",116,8.38
"51F22A",281,4.61
"A6A28A",688,5.93
"5FC105",931,8.49
"30B5A5",108,0.45
"509623",584,2.52
"89D989",689,4.57
"847DD4",593,6.19
"66EA1C",944,8.13
"6231E1",661,5.83
"3F12D3",565,2.93
"42A5E1",189,3.31
"3B87E5",521,0.94
"220365",553,7.29
"1ACA9D",197,9.15
"336816",972,0.42
"9EC3E0",164,2.85
"235D01",432,9.14
"293401",958,8.80
"744A04",654,0.77
"9EDA31",815,7.02
"649F4D",497,9.99
"25E41C",751,6.30
"4114C1",780,7.97
"16825F",645,1.69
"13ADAD",122,2.37
"5591CA",787,5.73
"62FD69",69,8.20
"4DC78C",981,4.07
"3783E9",906,2.13
"6939FB",100,9.70
"95ABB6",155,2.40
"A61E59",700,7.08
"46485D",527,9.26
"4CE9F9",459,1.93
"98BF08",771,3.28
"6E76CF",560,3.77
"480789",539,9.12
"2EA2E3",687,2.68
"2B3122",33,1.25
"6E4540",93,7.98
"9E022F",368,0.72
"445B47",176,2.76
"3CD237",905,3.40
"A4B874",126,4.38
"4DE8CA",420,9.69
"2A2C49",262,9.28
"3F0D4E",799,4.90
"5B58ED",783,0.67
"843739",391,4.18
"4DA5F0",843,9.86
"1E791F",172,5.38
"94A6F9",179,9.24
"97D334",785,1.51
"1C229B",636,1.62
"63BBD3",429,5.93
"43F0BA",140,4.59
"603B5A",46,7.21
"2DC9B0",21,2.07
"2C3E51",523,0.44
"67AEBB",909,5.14
"5350FA",1,5.19
"8B3E6E",688,1.97
"89DF47",149,4.79
"860DDD",199,6.09
"3F2418",470,5.92
"8E0257",287,0.83
"3E621D",959,9.22
"94001D",314,8.17
"860373",983,1.49
"6C5448",733,8.56
"73C59D",65,6.99
"832DD0",119,6.45
"2A6031",462,9.29
"664FCE",449,6.55
"7B15A5",515,9.53
"78D917",951,4.73
"4EE0BC",353,4.91
"8458AE",569,9.61
"9A9820",944,10.09
"8C166D",847,1.23
"A5FBB6",517,2.60
"8D29FD",972,3.31
"73E1D0",574,3.09
"8BB67D",439,7.08
"64D1A5",21,4.27
"3DD72B",364,6.84
"498440",305,5.18
"6ED7DC",677,1.42
"F4F34",888,1.73
"14D033",929,7.16
"279FCE",770,4.12
"92CE80",922,4.63
"2F5611",423,1.03
"274E62",897,3.65
"7B243C",421,3.47
"41CE60",851,7.92
"1CF89A",302,7.64
"52070C",601,5.85
"323AC5",549,9.97
"517AFE",510,9.55
"911F10",715,0.60
"7A719F",434,6.71
"1AED9B",510,1.04
"539E64",945,1.53
"216180",449,6.36
"A48AB4",800,0.97
"16B2C2",669,3.12
"7928A9",991,1.07
"7540DA",583,5.41
"7F0285",252,8.16
"56C16A",214,8.21
"8E7E16",301,1.26
"1ABEC8",389,1.04
"6C2780",538,3.09
"8AA69D",672,3.12
"75F266",14,6.62
"22CB58",840,8.59
"379317",480,1.06
"6D2A08",634,3.59
"3FFCD7",380,0.30
"328C54",716,7.37
"71E21E",521,0.45
"161335",827,1.13
"207898",637,7.24
"7C36EB",80,0.48
"8829A7",480,4.30
"9E8EAB",578,7.47
"31275E",733,0.65
"60BC59",60,7.19
"940DC6",421,2.19
"A06FAD",500,6.41
"217DB8",21,3.60
"337FF7",12,0.50
"295259",331,6.91
"229C5A",892,9.15
"830CB9",93,4.70
"683F24",516,7.69
"9F8358",807,5.14
"51069F",822,5.80
"A0A57F",807,2.80
"5FCEBA",525,9.66
"6010FB",488,9.60
"5DF84C",452,8.31
"9003E1",486,9.19
"65F5A2",741,7.73
"89E13A",324,0.27
"67DEED",195,5.58
"1C4CD6",148,8.56
"5B46F4",576,2.65
"4D195F",36,8.88
"8F3E64",11,4.93
"A023ED",384,4.50
"6E8412",750,6.75
"5D3173",403,0.45
"595336",296,6.29
"4D2AA4",806,9.73
"9CF716",361,5.00
"A09E94",526,2.14
"991C7A",266,5.42
"91AF40",59,2.13
"59289C",34,2.95
"421A7C",261,9.99
"A0E6EC",350,9.31
"1009FC",208,5.59
"75B204",416,5.44
"869805",109,2.00
"9975B3",831,0.13
"75782B",341,5.37
"63E41D",358,4.43
"38A29D",522,0.67
"9D277A",208,2.34
"945A1A",130,8.14
"1BF23F",996,6.36
"6CD37C",193,5.80
"11A492",492,4.72
"19F9AA",410,1.09
"155FD4",310,0.14
"46CFA9",443,3.84
"49EBEC",422,4.68
"76BFE4",201,1.37
"149FF1",913,3.35
"84FB5F",869,8.74
"4A31AE",87,6.55
"4866AB",617,1.62
"55F36D",810,2.07
"1BCF79",993,4.81
"A04057",424,3.84
"A2039F",756,2.56
"1A9FCC",121,9.60
"6B9A9C",29,2.55
"82C6C1",465,4.02
"702AD8",790,7.35
"61BEB6",511,3.47
"854ADD",236,3.52
"86F861",107,1.06
"38C19B",426,2.01
"4481FD",458,6.51
"303014",528,3.37
"6E3E84",922,5.98
"946B1D",942,8.29
"1F84FB",572,1.84
"640F67",312,5.20
"996EDF",355,8.49
"6ABE22",371,10.01
"913CC2",453,1.44
"80A619",494,2.12
"9ED62A",66,6.67
"16F6EA",999,0.87
"78242E",580,1.94
"59A10A",859,2.27
"8BBF23",780,5.10
"23B6D9",324,7.10
"242226",88,4.52
"38374B",129,3.80
"6DE67F",365,1.36
"99933E",149,6.49
"7C0280",8,1.22
"2B44B8",272,0.17
"4D9FC4",781,8.94
"497281",163,0.74
"6A9D90",149,1.00
"369498",113,4.92
"24F9A9",988,4.16
"1562C3",765,1.63
"676ED4",378,4.58
"37F32E",528,4.39
"2C4036",560,1.58
"4CC781",153,9.20
"597D94",138,6.04
"4CEAB0",414,2.98
"1C759A",551,8.03
"A4EC79",855,4.24
"A2BE9B",140,5.90
"9FAD6F",810,4.12
"30C576",18,0.58
"284EC4",911,1.67
"10A577",413,2.04
"1D5EE8",596,2.71
"332AB3",761,6.19
"8925EC",296,0.16
"6DA495",756,7.61
"3E1E6C",519,2.32
"A231B4",37,8.19
"809ADB",593,3.58
"5CDC79",244,4.97
"8B6A2D",963,4.34
"89DC5D",381,8.49
"9B1AC9",258,2.88
"2CB7A9",362,2.33
"998206",18,8.59
"6F74BA",292,4.80
"6BB4A1",442,5.15
"5D199F",641,2.38
"4E980E",470,6.04
"2653BA",621,3.57
"1ACC70",372,1.12
"893E58",739,9.86
"480CD0",972,8.72
"4E3A91",404,1.62
"3C0160",162,1.22
"9CE630",866,7.48
"6BA770",347,1.02
"7D8A62",784,9.53
"5DA37C",494,6.57
"10CAEF",970,3.07
"7BDD13",890,4.97
"51DD83",564,4.18
"7D1A28",221,8.48
"17B46E",664,2.25
"7CF5EB",503,2.71
"350F13",357,9.55
"711901",612,7.24
"74FE8F",81,8.76
"38EDD8",693,0.97
"5ADE09",813,4.65
"984393",781,5.21
"5721F7",7,5.58
"5D301A",414,1.35
"A4CD99",485,6.46
"2CEC4F",423,3.47
"63A712",334,9.08
"454B24",777,1.72
"39C3E1",245,5.68
"2F0BAD",608,6.96
"8FFD47",45,7.62
"923891",993,3.57
"76626A",619,9.29
"47BBEC",484,5.84
"594DA3",324,7.75
"642666",244,9.78
